0,1,source_pdf,page,table_num,2,3,4,5,6,7,8
"multilateral trading system with the World Trade Organization (WTO) at its core, with",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
special  and  differential  treatment  (S&DT)  for  its  developing  members.  We  emphasize,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"that the WTO, at its 30th anniversary, remains the only multilateral institution with the",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"necessary  mandate,  expertise,  universal  reach  and  capacity  to  lead  on  the  multiple",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"dimensions  of  international  trade  discussions,  including  the  negotiation  of  new  trade",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
rules.  We  recall  the  commitment  made  at  the  12th  WTO  Ministerial  Conference  and,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
reaffirmed at the 13th WTO Ministerial Conference to work towards a necessary reform,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
of the Organization to ensure its relevance and restore the credibility of the multilateral,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"trading system. We remain committed to the urgent restoration of an accessible, effective,",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"fully-functioning, two-tier binding WTO dispute settlement system. We strongly support",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
Ethiopia and Iran’s bid for accession to the WTO. We welcome the BRICS Declaration,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
on WTO Reform and Strengthening of the Multilateral Trading System adopted by the,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
Ministers of Trade.,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
1,4.  We  condemn  the  imposition  of  unilateral  coercive  measures  that  are  contrary  to,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"international  law,  and  reiterate  that  such  measures,  inter  alia  in  the  form  of  unilateral",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"economic sanctions and secondary sanctions, have far-reaching negative implications for",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"the human rights, including the rights to development, health and food security, of the",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"general population of targeted states, disproportionally affecting the poor and people in",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"vulnerable  situations,  deepening",the  digital  divide  and  exacerbating  environmental,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"challenges.  We  call  for  the  elimination  of  such  unlawful  measures,  which  undermine",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
international law and the principles and purposes of the UN Charter. We reaffirm that,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
BRICS  member  states  do  not  impose  or  support  non-UN  Security  Council  authorized,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
sanctions that are contrary to international law.,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"15.  Recognizing 
the","interconnected  nature  of  global  health  challenges  and 
their",250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"transboundary implications, we reaffirm our commitment to strengthening global health",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
governance by enhancing international cooperation and solidarity. We underscore the role,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"of 
the  World  Health  Organization  as",the  directing  and  coordinating  authority  on,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
,"international  health  work  within  the  UN  System,  particularly  in  times  of  crises  and",250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
"emergencies,  and  emphasize  the  necessity  of  bolstering  its  mandate,  capabilities,  and",,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
financing mechanisms. A robust and adequately funded WHO is essential to effectively,,250705 - BRICS - Leaders Declaration - EN.pdf,4,3,,,,,,,
,"the  parties  to  engage  in  good  faith  in  further  negotiations  to  achieve  an  immediate,",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"permanent and unconditional ceasefire, the full withdrawal of Israeli forces from the Gaza",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"Strip and all other parts of the Occupied Palestinian Territory, the release of all hostages",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"and detainees held in violation of international law, and sustained and unhindered access",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,and  delivery  of  humanitarian  aid.  We  reassert  our  steadfast  support  for  UNRWA  and,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"stress  the  need  to  fully  respect  the  mandate,  bestowed  on  it  by  the  UNGA,  for  the",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,provision of basic services to Palestine refugees in its five fields of operations. We call,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,on all relevant parties to respect their obligations under international law and act with,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"utmost restraint and to avoid escalatory actions and provocative declarations. We note, in",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"this  regard,  the  provisional  measures  of  the  International  Court  of  Justice  in  the  legal",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"proceedings instituted by South Africa against Israel, which, inter alia, reaffirmed Israel’s",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,legal obligation to ensure the provision of humanitarian aid in Gaza.,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
2,5.  We  recall  that  the  Gaza  Strip  is  an  inseparable  part  of  the  Occupied  Palestinian,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"Territory. We underline, in this regard, the importance of unifying the West Bank and the",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"Gaza Strip under the Palestinian Authority, and reaffirm the right of the Palestinian people",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"to self-determination, including the right to their independent State of Palestine.",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
2,6.  We  call  on  the  international  community  to  support  the  Palestinian  Authority  in,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,undergoing reforms to fulfill the Palestinians’ legitimate aspirations for independence and,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"statehood,  as  well  as  the  expeditious  reconstruction  of  the  civil  infrastructure  of  the",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"territory, with a central role by the Palestinians, as agreed in the Emergency Arab Summit",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"on Palestine of 4 March 2025, and we note with appreciation the initiative to convene an",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,upcoming pledging conference to be held in Cairo. We underscore that efforts to stabilize,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,and rebuild Gaza must go hand in hand with a just and lasting political resolution of the,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"protracted conflict. We express our firm opposition to the forced displacement, temporary",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"or permanent, under any pretext, of any of the Palestinian population from the Occupied",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"Palestinian Territory, as well as any geographic or demographic changes to the territory",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,of  the  Gaza  Strip.  We  reiterate  that  international  law  and  international  judicial  bodies,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,demand the end of the illegal occupation and the immediate cessation of all practices that,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,undermine legal norms and obstruct a just and lasting peace.,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
2,7. We reaffirm that a just and lasting solution to the Israeli-Palestinian conflict can only,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,be achieved by peaceful means and depends on the fulfillment of the legitimate rights of,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"the Palestinian people, including the rights to self-determination and return. We reaffirm",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,our  support  for  the  State  of  Palestine’s  full  membership  in  the  United  Nations  in  the,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"context  of  the  unwavering  commitment  to  the  two-state  solution,  in  accordance  with",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
international,"law,",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,including  relevant  UN  Security  Council  and  General  Assembly,,,,,,
,"resolutions, and the Arab Peace Initiative, that includes the establishment of a sovereign,",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,independent  and  viable  State  of  Palestine  within  the  internationally  recognized  1967,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"borders, which includes the Gaza Strip and the West Bank, with East Jerusalem as its",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,"capital,  in  order  to  achieve  the  vision  of  two  States  living  side  by  side,  in  peace  and",250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,security.  We  affirm  the  need  for  adequate  representation  of  Palestine  in  all  relevant,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
"international  organizations,  including  multilateral  financial  institutions,  and  access  to",,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
their resources. We welcome the continued efforts by BRICS members towards an urgent,,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
"ceasefire,  to  accelerate  the  delivery  of  humanitarian  aid  and  to  achieve  a  lasting  and",,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,sustainable peace in the region.,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
2,8. We welcome the ceasefire in Lebanon and call on all parties to strictly adhere to its,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
,terms  and  to  fully  implement  UNSC  Resolution  1701.  We  condemn  the  continued,250705 - BRICS - Leaders Declaration - EN.pdf,7,6,,,,,,,
go  hand  in  hand.  The  current  crisis  requires  a  Haitian-led  solution  that  encompasses,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"national dialogue and consensus building among local political forces, institutions and",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
the society and we call on the international community to support the Haitian endeavors,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"to dismantle the gangs, enhance the security situation and put in place the foundations for",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
long-lasting social and economic development in the country. We support the role of the,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
United  Nations  and  highlight  the  need  for  international  cooperation  to  address  Haiti’s,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
multifaceted crises effectively.,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"34. We express strong condemnation of any acts of terrorism as criminal and unjustifiable,",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"regardless of their motivation, whenever, wherever and by whomsoever committed. We",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
condemn in the strongest terms the terrorist attack in Jammu and Kashmir on 22 April,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"2025,  during  which  26  people  were  killed  and  many  more  injured.  We  reaffirm  our",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"commitment  to  combating  terrorism  in  all  its  forms  and  manifestations,  including  the",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"cross-border movement of terrorists, terrorism financing and safe havens. We reiterate",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"that terrorism should not be associated with any religion, nationality, civilization or ethnic",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
group  and  that  all  those  involved  in  terrorist  activities  and  their  support  must  be  held,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
accountable and brought to justice in accordance with relevant national and international,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
law.  We  urge  to  ensure  zero  tolerance  for  terrorism  and  reject  double  standards  in,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
countering  terrorism.  We  emphasize  the  primary  responsibility  of  States  in  combating,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
terrorism and that global efforts to prevent and  counter terrorist threats must fully comply,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"with  their  obligations  under  international  law,  including  the  Charter  of  the  United",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"Nations,  in  particular  the  purposes  and  principles  thereof,  and  relevant  international",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"conventions  and  protocols,  in  particular  international  human  rights  law,  international",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"refugee law and international humanitarian law, as applicable. We welcome the activities",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
of the BRICS Counter-Terrorism Working Group (CTWG) and its five Subgroups based,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"upon the BRICS Counter-Terrorism Strategy, the BRICS Counter-Terrorism Action Plan",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
and the CTWG position paper. We look forward to further deepening counter-terrorism,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
cooperation. We call for an expeditious finalization and adoption of the Comprehensive,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
Convention  on  International  Terrorism  in  the  UN  framework.  We  call  for  concerted,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
actions against all UN designated terrorists and terrorist entities.,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"3
5.  We  condemn 
in","the  strongest 
terms 
the  attacks  against  bridges  and  railways",250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"infrastructure deliberately targeting civilians in Bryansk, Kursk and Voronezh regions of",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"the  Russian  Federation  on  31  May,  1  and  5  June  2025,  resulting  in  multiple  civilian",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"casualties, including children.",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
3,"6.  We  reiterate  our  commitment  to  preventing  and  combating  illicit  financial  flows,",250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
,"including money laundering and the financing of terrorism, extremism and proliferation,",250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"as  well  as  other  forms  of  transnational  organized  crime,  such  as  drug  trafficking,",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"cybercrimes, crimes that affect the environment, illicit trafficking of firearms, trafficking",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"in persons, corruption and the use of new technologies, including cryptocurrencies, for",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"illegal, in particular terrorist, purposes. In this regard, we underscore the importance of",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
enhancing  capacity-building  and,"technical  assistance,  particularly 
for  developing",250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"countries, 
to  support","the 
implementation  of  relevant 
international  obligations.  We",250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
reaffirm  our  commitment  to  the  principles  of  technical  and  non-politicized  nature  of,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"international  anti-criminal  cooperation,  including  for  the  purpose  of  prevention  and  of",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"financial 
investigations.  We  note","the  need 
to  further  strengthen  such  cooperation,",250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"including  through  relevant  existing  BRICS  working  groups,  meetings  of  the  BRICS",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
countries competent authorities and other forms of cooperation based on the documents,,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
"adopted in BRICS, as well as the relevant international legal instruments to which BRICS",,250705 - BRICS - Leaders Declaration - EN.pdf,9,8,,,,,,,
,principles  for  the  cooperation  of  the  BRICS  on  issues  relating  to  Multilateral  Trading,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"System,  Digital  Economy,  International  Trade,  Financial  Cooperation  and  Trade  and",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
Sustainable Development.,,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
4,3.  As  we  commend  the  adoption  of  the  BRICS  Trade  and  Sustainable  Development,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"Framework, we reaffirm our commitment to strengthen cooperation in trade with a view",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,to promoting inclusive growth and sustainable development. We reiterate the importance,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"of ensuring that trade and sustainable development policies are mutually supportive, and",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
aligned with WTO rules.,,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
4,4. We welcome the discussions of the BRICS Task Force on PPPs and Infrastructure,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,regarding the mitigation of exchange rate risk and the preparation of projects for climate-,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
resilient,"infrastructure,  aiming 
to",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,"improve  project 
readiness  and 
increase  private",,,,,,
,"investment.  Additionally,  we  welcome  ongoing  discussions  on  an  information  hub for",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"infrastructure projects that can foster collaboration and enhance information sharing, and",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,we encourage the Task Force to further explore this initiative.,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
4,5. As the New Development Bank is set to embark on its second golden decade of high-,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"quality development, we recognize and support its growing role as a robust and strategic",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,agent of development and modernization in the Global South. We welcome the Bank’s,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"steady expansion of its capacity to mobilize resources, foster innovation, expand local",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"currency  financing,  diversify  funding  sources,  and  support",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,"impactful  projects 
that",,,,,,
advance,"sustainable  development,",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,"reduce 
inequality, 
  and  promote 
infrastructure",,,,,,
,investments and economic integration. We also acknowledge and encourage the ongoing,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"expansion of its membership and the strengthening of its governance framework, which",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"enhance  the  Bank’s  institutional  resilience  and  operational  effectiveness,  to  continue",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,executing its purpose and functions in a fair and non-discriminatory manner. We strongly,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,support  the  further  expansion  of  NDB  membership  and  expedited  consideration  of,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"applications of interested BRICS countries, in line with the NDB General Strategy and",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"related  policies.  We  fully  support  the  leadership  of  President  Dilma  Rousseff,  whose",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"reappointment received strong backing from all members, and we welcome the Bank’s",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,firm  progress  toward  its  consolidation  as  a  global  institution  for  development  and,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,stability.  This  trajectory  reflects  our  shared  commitment  to  strengthening  financial,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,mechanisms that promote inclusive and sustainable development in the Global South.,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
4,6. We welcome the valuable contribution of the BRICS Think Tank Network for Finance,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"(BTTNF) to foster collaboration among academia, policymakers, and leading researchers",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,and welcome the work program and the priorities defined within the group.,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
4,7. We welcome the constructive discussions held in the first semester of 2025 on the,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
concept of the New Investment Platform (NIP) and acknowledge the progress achieved,,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,under  the  Brazilian  Chairship.  We  look  forward  to  the  continuation  of  technical-level,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"efforts throughout the second semester of 2025, involving Finance Ministries and Central",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"Banks, to further discuss and build consensus on the Platform, with the aim that these",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,ongoing deliberations will pave the way for more consistent and meaningful progress.,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
4,8. We have commenced the discussions to establish a BRICS Multilateral Guarantees,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,"(BMG) initiative, in response to our emphasis on strengthening financial resilience and",250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,mobilizing private investment for infrastructure and sustainable development. The BMG,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
,aims to offer tailored guarantee instruments to de-risk strategic investment and improve,250705 - BRICS - Leaders Declaration - EN.pdf,12,11,,,,,,,
"58.  Recognising  the  importance  of  creating  an  enabling,  inclusive,  and  secure  digital",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"economy 
and 
that 
digital","connectivity 
is 
an 
essential 
prerequisite 
for 
digital",250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"transformation  as  well  as  social  and  economic  growth,  we  emphasize  the  need  to",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"strengthen  cooperation  among  BRICS  countries.  We  acknowledge  that  resilient,  safe,",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
inclusive  and  interoperable  digital  public  infrastructure  has  the  potential  to  deliver,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
services at scale and increase social and economic opportunities for all.,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
5,9. We encourage BRICS members to explore the possibility for joint action in the field,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"of digital infrastructure to ensure the integrity, stability of the functioning and security of",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
national  segments  of  Internet  while  avoiding  Internet  fragmentation  and  respecting,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"national legislative frameworks regarding any aspects of Internet use, including security",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
ones.,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
6,0. We appreciate the efforts by the Brazilian Chairship in organizing the Webinar on,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
Digital  Transformation,"and  Meaningful  Connectivity, 
and 
encourage 
continued",250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
knowledge  sharing  and  policy  exchange  to  facilitate  the  adoption  of  ICTs  to  ensure,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"inclusive,  accessible  and  scalable  digital  services,  across  different  sectors  such  as",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"agriculture,  manufacturing,  transportation,  health,  education  and  financing,  tailored  to",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
different needs of each country. We appreciate the efforts made by India for organizing,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
the Capacity Building Sessions on Digital Transformation in BRICS as a side-event and,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
encourage BRICS members to continue promoting side events.,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
6,1. We acknowledge the holding of the BRICS Forum on Future Networks Innovation in,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
,"2025, hosted by China and Brazil. We welcome the adoption of the Terms of Reference",250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"of the Study Groups on AI, Next Generation Communications, Internet Application in",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
Industry 4.0 and EMF Exposure by the Council of the BRICS Institute of Future Networks,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
as well as the nomination of their chairs and vice-chairs. We look forward to the concrete,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
outcomes by these BIFN Study Groups. We also acknowledge the progress made on the,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"issue  of  Child  Online  Protection,  including  the  development  of  new  mechanisms  to",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
enhance cooperation in this field through the exchange of knowledge and best practice,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
among member states. We appreciate the efforts by the Brazilian Chairship in organizing,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"the panel discussion on digital public goods and digital public infrastructure, during the",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"Digital BRICS Forum, and encourage continued knowledge sharing and policy exchange.",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"We also note the holding of meeting of the Focus Group on Digital Public Infrastructure,",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
and welcome the adoption of its Terms of Reference.,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
6,"2. We reaffirm our commitment to make joint efforts to achieve the rational, efficient,",250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
"equitable, fair, effective and economical use of spectrum and associated satellite orbits,",,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
we encourage further cooperation among BRICS members to facilitate cooperation on,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
space sustainability. We note with satisfaction that the Brazilian chairship will produce a,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
report  with  proposals  on,future  BRICS  work  on  Sustainable  Space  Connectivity,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
Resources  for  consideration  and  future  actions.  We  affirm  that  the  technical  reach  of,,250705 - BRICS - Leaders Declaration - EN.pdf,15,14,,,,,,,
